Seed,N,Subset_Key,Split_Number,Repeat,Fold,Train_Size,Validation_Size,Train_Class_0,Train_Class_1,Validation_Class_0,Validation_Class_1,Fold_SHA256
4530,16,S4530_N16,19,5,3,12,4,6,6,2,2,1314b6fda5ec7405bffa3ff14a081fd6149b445bd072326343af8696bb5a9e83
4530,16,S4530_N16,20,5,4,12,4,6,6,2,2,164d188c63d3cd1c0590af2473ffb8e26132ce995bdfe55414064854902fa83d
4530,32,S4530_N32,1,1,1,24,8,12,12,4,4,7262a430530b50a668758c9cc65668df639dfa7f798e3a23a68d259d3a57c480
4530,32,S4530_N32,2,1,2,24,8,12,12,4,4,892f74a0017bc35759ec23b7376938b674454af51f83a2d02a565823b38df08d
4530,32,S4530_N32,3,1,3,24,8,12,12,4,4,55b40fa5952fe3bbcba9d82db629f3d5316225356b4f0d956564bc444bab15c0
4530,32,S4530_N32,4,1,4,24,8,12,12,4,4,b54380ea52f8c6e635664064c8fb771bcc03209495afe0ac07a0bcd4e9ccb4b0
4530,32,S4530_N32,5,2,1,24,8,12,12,4,4,e83ab42e8c6ed4ee348276b2f8485a0b70c3cc833acddec9595e068ac209c535
4530,32,S4530_N32,6,2,2,24,8,12,12,4,4,aa31b26760db712a7d4256b09163e2bc8ecdb1474782fce1510e0e496ac81501
4530,32,S4530_N32,7,2,3,24,8,12,12,4,4,a0c93647e0fbc999796bdb567dd1523e976730cf42987a22e16a336922340563
4530,32,S4530_N32,8,2,4,24,8,12,12,4,4,e3b1903f9392dc22fdc2d9ad2aac16905ce1d5997e282c38c7387ab871a80595
4530,32,S4530_N32,9,3,1,24,8,12,12,4,4,c51841930bbc810ae3ec25acbbbbc927f26d68f5c46f7ead86872f0773fd9889
4530,32,S4530_N32,10,3,2,24,8,12,12,4,4,533f16a169840e0501d1a213f2f81d578d0d0e595215e50a726cae6322f03d3c
4530,32,S4530_N32,11,3,3,24,8,12,12,4,4,094e3bc0bc21372da9ec36fd2dafee40ec38b0249cb056319001c82576f16e55
4530,32,S4530_N32,12,3,4,24,8,12,12,4,4,37009f124a7ba6bbbd9ddc28904154b9552568a7b207e9dc16540ed166467328
4530,32,S4530_N32,13,4,1,24,8,12,12,4,4,acacd62288476d10554343188dfc3da097fa6895615d8351634bbd23358de67f
4530,32,S4530_N32,14,4,2,24,8,12,12,4,4,1108c2973da843df80e4fd945068f1b4d7bb8a022b55aa0bda7b1c906403fc69
4530,32,S4530_N32,15,4,3,24,8,12,12,4,4,a0ac0c650ec8b2850da1cd4e6ab5b8867a5964cfe0f4ff2d72da3424db70b136
4530,32,S4530_N32,16,4,4,24,8,12,12,4,4,f50fef46e29430ab5845bec1490a13e0b8265557606bc18c1a45e79b999482c1
4530,32,S4530_N32,17,5,1,24,8,12,12,4,4,7c04ef8637ac836672d6740c776ce5903e90a171a2652c02fc48b664162c004c
4530,32,S4530_N32,18,5,2,24,8,12,12,4,4,03c2a8ae5aa18f923843ae52c357a86ebcbe67a0d59baa56745b011a9208baaf
4530,32,S4530_N32,19,5,3,24,8,12,12,4,4,a6eb1489f19d5164ddb50d6c93673419198e88fc78d51634db680a1bf9c6e2dc
4530,32,S4530_N32,20,5,4,24,8,12,12,4,4,cb292ac94ca156cab076438ed3dc16dec35d23a7b4b5e5b6b02bbcb3018b05fa
4530,64,S4530_N64,1,1,1,48,16,24,24,8,8,a7fb399b9f82998d9f7e48a964ee5fb59a0acab5d68910ed2465ee8c35e70dba
4530,64,S4530_N64,2,1,2,48,16,24,24,8,8,4e4b2f6bfea9df0b7b2aadb671219413b813a93d39287821fbd435795aea7d83
4530,64,S4530_N64,3,1,3,48,16,24,24,8,8,041fac5ae40ae4601cdd444ade8a2a5bbb0166b0739eba5fd43084aa6b97e246
4530,64,S4530_N64,4,1,4,48,16,24,24,8,8,b00ea6d09dbd69e44e53574e9101906e895930e4a658b955c85cf5ef4bdeeb27
4530,64,S4530_N64,5,2,1,48,16,24,24,8,8,22948026523c54b96f3ab9e65044bf62aadd84231e1b959a9c128c8a36ff8d97
4530,64,S4530_N64,6,2,2,48,16,24,24,8,8,f86c9fbc56568a271dbddc929988911bbfd9a8978b2bca0e02ef8b615cc32efe
4530,64,S4530_N64,7,2,3,48,16,24,24,8,8,8240d434ef76b7d7c3616ca9e1de88358a7e7a07cc63195cab5d03a24a3ece9e
4530,64,S4530_N64,8,2,4,48,16,24,24,8,8,fc620bad85dc3bf746e38b9dcd46ae035f3419bb0b9464d2cb65e65dd63601a4
4530,64,S4530_N64,9,3,1,48,16,24,24,8,8,ede60306a0f358d0fcf77ee4ea5857b0442fbc54aedb87c3ceb84aff0949ee57
4530,64,S4530_N64,10,3,2,48,16,24,24,8,8,907159dde1c65f17368c735a4fad056e724ad49fc117c82efcfdd3b84fbfa100
4530,64,S4530_N64,11,3,3,48,16,24,24,8,8,eed234f9acdb2443539aeeacde064fd2a7dd916b8fba7b7545f99feda72285fa
4530,64,S4530_N64,12,3,4,48,16,24,24,8,8,dea5782e13e1b39605da4dd996ad6781ca6094bfa5715b074416fe02fa6dba42
4530,64,S4530_N64,13,4,1,48,16,24,24,8,8,b97e07048ca6dd559b542b92048722a8479c599e538e9cdc13526f038aeb65a5
4530,64,S4530_N64,14,4,2,48,16,24,24,8,8,d304fac6ee43dfb4d356e051150a234381490098c00ddb91399f23d44c67fb03
4530,64,S4530_N64,15,4,3,48,16,24,24,8,8,0db11b7b5a3b4580445a3139ab149de435fd0a91ae2ca38b113d5ea9450f4243
4530,64,S4530_N64,16,4,4,48,16,24,24,8,8,7cacfa2940ecc7d0a80c531cc945b80396fe3fccc316c35d8aef2f839818d6cd
4530,64,S4530_N64,17,5,1,48,16,24,24,8,8,2137915c5752d730b2ee7fa97954923511c7f638a379b349523766cb5a0324bf
4530,64,S4530_N64,18,5,2,48,16,24,24,8,8,880e71b7ab424f1286adc0325694bb6452b5d2a951b24f6f9c4d9a3b9201d74d
4530,64,S4530_N64,19,5,3,48,16,24,24,8,8,3f5abf90bc2f73c9b974b0aa1c8e7e2a0dd3e2daa2c5e23761b05455a0bfce5a
4530,64,S4530_N64,20,5,4,48,16,24,24,8,8,d8fa2dc466d7aac14064a41ecf2612ff99fbf93e1add62e17bbb52ab77f5eecc
4531,16,S4531_N16,1,1,1,12,4,6,6,2,2,3404dcf7754226734564a1961cba90f5f0015bd71c33f1f2123288b0e061ef0b
4531,16,S4531_N16,2,1,2,12,4,6,6,2,2,683469148cb81ad77a3ed24f73c98413be702ecc1d4b69e2d7ad9a123746b8ed
4531,16,S4531_N16,3,1,3,12,4,6,6,2,2,e148532120e678bb6abb90813ce5bd4d117b6031440c060909568faa5c0099ef
4531,16,S4531_N16,4,1,4,12,4,6,6,2,2,5706eea8d64f541cd3f1bbb6bd7a65613289f70976bb5bbb15b3d904cd74598d
4531,16,S4531_N16,5,2,1,12,4,6,6,2,2,8a9a9ea9956d25369dd0bbe2b5d60fc45ec7a2f77587ead4d9b14c2b70e8e091
4531,16,S4531_N16,6,2,2,12,4,6,6,2,2,f51d2095a55821a2268911f4f7925828ee543f25523c1dff6ae378d47009d662
4531,16,S4531_N16,7,2,3,12,4,6,6,2,2,98e152a8e31d0e80ec3d6c156c227bd47585fc8f62de5bdb56aaf6005b58afcc
4531,16,S4531_N16,8,2,4,12,4,6,6,2,2,e3ad8ea5aac8cebb59e4592646d2503eb2779a60fe6d9b5a7c3f9fc3b5992115
4531,16,S4531_N16,9,3,1,12,4,6,6,2,2,27ad74829e7133c5361653ef45a145b73b716e8c39476b3bc3616df3e998e33a
4531,16,S4531_N16,10,3,2,12,4,6,6,2,2,c580481ab84c773ee3c0139cdf364d3f71e84bf5a5e0c47819cb7de1ca8263ae
4531,16,S4531_N16,11,3,3,12,4,6,6,2,2,d53a35a67c92166661be0150825d7ac4329535e76b9f199c24100a9cdd4664ca
4531,16,S4531_N16,12,3,4,12,4,6,6,2,2,f5b420494f4ba40cee2d848543eb70ab56cf8247b62db82792e2706438fae1e2
4531,16,S4531_N16,13,4,1,12,4,6,6,2,2,1141bff964ef147e8d4cccb054b06580a5ac148470e9ccea6c3c75419618e4bb
4531,16,S4531_N16,14,4,2,12,4,6,6,2,2,90ce41f6bf393ab80effc443d254d8e2caf36233b1da29cdb0658e16d2a3a52e
4531,16,S4531_N16,15,4,3,12,4,6,6,2,2,8b5b8b91df647b2dd8cb85374c0235500a4dbab04e6f253ec5bd0395347231cd
4531,16,S4531_N16,16,4,4,12,4,6,6,2,2,7798feb48a617308939ed0212f09a24e874c9c52c61ed934ed0e8b256cb82c97
4531,16,S4531_N16,17,5,1,12,4,6,6,2,2,a55e59cbd89af109ea75b0d4f115387fbedc8fedb576e8defad8f6260fdcaf11
4531,16,S4531_N16,18,5,2,12,4,6,6,2,2,824d511e910bef8ff7a4ddf0e4df639625dc70bd0be03647330009e1105eb7d8
4531,16,S4531_N16,19,5,3,12,4,6,6,2,2,02766e87393596ba9115a98f41f2016cecc0dfc8e2e8e9b28ea8fb5fedb29acf
4531,16,S4531_N16,20,5,4,12,4,6,6,2,2,d4b61efb2b8172a1302c87d9a9934521f6aefb2b91cb7128fa89c031210888da
4531,32,S4531_N32,1,1,1,24,8,12,12,4,4,5f390bd366d0e312e6f9c204791d24e2d142229431f015f3cc8160360823df69
4531,32,S4531_N32,2,1,2,24,8,12,12,4,4,6d91edf6e79b6864bb8764866a1731f9ce75bbfd73892be381c1917c674eadb9
4531,32,S4531_N32,3,1,3,24,8,12,12,4,4,b8215aae9f442748fae7b4274bc6ab89fff1ef19ba8fa5af59217681d5e59244
4531,32,S4531_N32,4,1,4,24,8,12,12,4,4,94d340d2482031b7fc87a65a731deb782e919fbd687c30efee15cc9e050bc83b
4531,32,S4531_N32,5,2,1,24,8,12,12,4,4,01d82b0d74aa6026550481d57075c623e66514d6ba15dc6dcc410995298e06b1
4531,32,S4531_N32,6,2,2,24,8,12,12,4,4,de03856dd4b26655ca06d987069e19c8434231e9eadba1e8bd0c0d71fc25785b
4531,32,S4531_N32,7,2,3,24,8,12,12,4,4,b35ed41225b47505d6da1ee4a12ae4c09902f46071adb65b36e42fa14ed7302b
4531,32,S4531_N32,8,2,4,24,8,12,12,4,4,189fd8ac48b8b61e84677d95e075cb09671b4d7661f4ecbfde27e5fa5e1dcae7
4531,32,S4531_N32,9,3,1,24,8,12,12,4,4,5a6727e85b7dace2cb9b81f65cb99177cbeb405c9195e7573fd82b341e097160
4531,32,S4531_N32,10,3,2,24,8,12,12,4,4,45836f309359fd847abc4babea1a2792a8d8d651f44a2efd60280b1dea717e4f
4531,32,S4531_N32,11,3,3,24,8,12,12,4,4,e33b2e3798cfff8cd82532fcd842f65536e52de865e47c972f1ce0661f56ece6
4531,32,S4531_N32,12,3,4,24,8,12,12,4,4,dbb3961d78dac50ef7e90924450e912077a91156a7f9a07defd0d569bbfe4f72
4531,32,S4531_N32,13,4,1,24,8,12,12,4,4,9f76298c12b214b14cef5b092412fe814be53cf14aec19217203a81b507ce796
4531,32,S4531_N32,14,4,2,24,8,12,12,4,4,e90459fa3dd98a030d0bc60faa9d33e233e345bc0b92a7236dc79789d99933d6
4531,32,S4531_N32,15,4,3,24,8,12,12,4,4,89a65d3f4ab94eed6da7ae3a46c265cc56650c87b93fe46b13164740e7127347
4531,32,S4531_N32,16,4,4,24,8,12,12,4,4,19e3051518b47afbb79146f878dfb2a7375d6fd8a072bbdc30765d605ec726ca
4531,32,S4531_N32,17,5,1,24,8,12,12,4,4,b8bde48176d239648e033f07047fb860545678df00485d5aa34574f51991ef32
4531,32,S4531_N32,18,5,2,24,8,12,12,4,4,3814fd1efe5d2d46f7ac33d43ea67e338f3239878e796f506691b5b27b023d12
4531,32,S4531_N32,19,5,3,24,8,12,12,4,4,b6d3c60b8b7769060b8c63523d55eef636ab184b45cf3eda629ab1bbd086c076
4531,32,S4531_N32,20,5,4,24,8,12,12,4,4,514fcc06184fde4c6bd553ca639ef9c0f03bb5805e8b48f90dec395822db8970
4531,64,S4531_N64,1,1,1,48,16,24,24,8,8,926c8239bce65f00793ee579eba341251be2d525502d1b5e26ff730fbd377bdd
4531,64,S4531_N64,2,1,2,48,16,24,24,8,8,4b7241f2ac0b1badb52f9c8d7d3262406e89aac05371181a10c982a01381dc33
4531,64,S4531_N64,3,1,3,48,16,24,24,8,8,fc25ef4e4a1535a06098aa16c5f69ec5789a562aa30872ecf7809df18a9f6799
4531,64,S4531_N64,4,1,4,48,16,24,24,8,8,cb0baafd1a0a8f80eeee4fc57287e499f1536f41632eba704944d4ead0f0b8fc
4531,64,S4531_N64,5,2,1,48,16,24,24,8,8,a7b3bcfecbcc03bfe96bd71a5bf796366c198a87dd7eba86b26e19d4432a98a0
4531,64,S4531_N64,6,2,2,48,16,24,24,8,8,b1179bb3258057290575d837fe4228942541c85e26291b428e80d832b3785822
4531,64,S4531_N64,7,2,3,48,16,24,24,8,8,15f0e63367edf3c7179de718c07ffb99a7a5a60353b3ca37192db92574d9b8cc
4531,64,S4531_N64,8,2,4,48,16,24,24,8,8,865d835590d9d4201d0d9f051ed0ae6c824aa2dd906f5477e7538406bd19bced
4531,64,S4531_N64,9,3,1,48,16,24,24,8,8,5fc8d060e21feba4cdd4b7e9623e71525addfaf2897de1f2431873629a2dc2e5
4531,64,S4531_N64,10,3,2,48,16,24,24,8,8,fb3b618e828d9e0dc96699d8499cbf0e5f46ef6392b2194fe23bc5ee60a3d37a
4531,64,S4531_N64,11,3,3,48,16,24,24,8,8,90cb8c61b4a0d07d60fffb18e0f8c177197476e6120644e14a7a674521c5f06f
4531,64,S4531_N64,12,3,4,48,16,24,24,8,8,abe84f8b0202f10d05ff4a66043baebe84c414699842266559f83f6e0480446f
4531,64,S4531_N64,13,4,1,48,16,24,24,8,8,79246eeec5910d498016f4bff509594bc894813d2eb6e6a83295098c7d6acfc6
4531,64,S4531_N64,14,4,2,48,16,24,24,8,8,2ba5a5456168af3244f20b6ecabf296d4c40444422d27b668c5a0c105835151e
4531,64,S4531_N64,15,4,3,48,16,24,24,8,8,c89a9f1768a8db51384d97d7378c3c62afecb472cc3c5cea7143ba94fad335b5
4531,64,S4531_N64,16,4,4,48,16,24,24,8,8,e5bf5a7b655df443b6c2bcebc6e16859075b95eee1b2f50331412f7e03178caa
4531,64,S4531_N64,17,5,1,48,16,24,24,8,8,10d8e8224c9731819deb2b92534430936e1d4bedfb1a55a0c41401ab0d7b5024
4531,64,S4531_N64,18,5,2,48,16,24,24,8,8,200a62c0ccad2912c3b5f13f8671f432fc8457992b16eb2cccef3e160e706cac
4531,64,S4531_N64,19,5,3,48,16,24,24,8,8,9614f4b0c45b7625d6d3adb3b16b845a0aba20edd2fc4eafb3fbbbe66b5ffcc8
4531,64,S4531_N64,20,5,4,48,16,24,24,8,8,3fd4edc6fa0c61fd86037fc79b6da480d40d1da6ba7fc653cbc1703442e2e66a
4532,16,S4532_N16,1,1,1,12,4,6,6,2,2,84ef4100dc28db36f1681be4b9710759aca42506ccd88c2e2ce486cba1b2d12d
4532,16,S4532_N16,2,1,2,12,4,6,6,2,2,4e8582d3fd0c26740e70a896eee12251692a0880cd1f362c1ec064e53e6396c0
4532,16,S4532_N16,3,1,3,12,4,6,6,2,2,0662828dad5b5c9a5b4bdb0f5784b3f719217badfc5248ad7573c68938eb8c59
4532,16,S4532_N16,4,1,4,12,4,6,6,2,2,2e82b198dfe2134d1b5fbe70030aba51364638fc3dff38b3f9f81f59878a7dca
4532,16,S4532_N16,5,2,1,12,4,6,6,2,2,c072e0c3762108473a030cc9b4f348a24bc770d71f5c38e499cdc253e91a3d39
4532,16,S4532_N16,6,2,2,12,4,6,6,2,2,cbba6dad47e082a15f3753814ff7b65172b0bfd04cffb207ce7bfa046598e820
4532,16,S4532_N16,7,2,3,12,4,6,6,2,2,1dbbef92ffc5131008e8a3054a6903dd67cc5ab4b1eb1541c7efe8234ec83969
4532,16,S4532_N16,8,2,4,12,4,6,6,2,2,632397ce66f74fd2723b99fd3e07fb19c64e4b6534b8f10acc771f1062d9212b
4532,16,S4532_N16,9,3,1,12,4,6,6,2,2,725080afb105d592740b1db26e52484284a18b618d879cd691a18884fb25a355
4532,16,S4532_N16,10,3,2,12,4,6,6,2,2,50f1a0962c396fa1000d33a275280e77170008544f38c35cb8e8db8093ca77ea
4532,16,S4532_N16,11,3,3,12,4,6,6,2,2,6149a11d00a0ccb2647cfa5edb1eeac127144bbd8bc40edc1bfccede789232e3
4532,16,S4532_N16,12,3,4,12,4,6,6,2,2,e2ec18b7fc1662ab260e9a69a1bf48610b527dd8a48e4763d0308e68496ae218
4532,16,S4532_N16,13,4,1,12,4,6,6,2,2,8ee9129f65e1c4b47eb4cd96d2aa8aae74eb9aadb02a543f16fa95d00508b8bc
4532,16,S4532_N16,14,4,2,12,4,6,6,2,2,854ec8cf546e62b1246784beb25b2193c9e43b4c9608c2f563e410de458cf592
4532,16,S4532_N16,15,4,3,12,4,6,6,2,2,0e1934990b6075688ee3314b95ab4b405fab78b7facb3389da2e1cd8447bc8e2
4532,16,S4532_N16,16,4,4,12,4,6,6,2,2,160e6c7afc90474418c1f3b833a4ee096230fee23e8e0596f22c958cfb47539b
4532,16,S4532_N16,17,5,1,12,4,6,6,2,2,9d83dfce8ab4d1fb5a0836b97c15585b09d0b1e9520a526238c33c298e85a73d
4532,16,S4532_N16,18,5,2,12,4,6,6,2,2,c6363bf5fb234362b20d45e3e43ecf6c665e80b768c7d7fe6e103c3aaee2f780
4532,16,S4532_N16,19,5,3,12,4,6,6,2,2,9657d5713f0e5b9b64f4a3b3529815c8dc2d4e57131728f1e078ef1a883db29e
4532,16,S4532_N16,20,5,4,12,4,6,6,2,2,193e5f9a03a80c213323d047d186ffaed4536516e8cc9fbb8e383e46bfe32c96
4532,32,S4532_N32,1,1,1,24,8,12,12,4,4,e0af5ed952011766787fefb45508269a75c98339062740eb1caab5326bfb53e0
4532,32,S4532_N32,2,1,2,24,8,12,12,4,4,e3cbbb045b9ad6232e94393048a0b1fe5c4d9314b77339ec15d9a670f76b15bf
4532,32,S4532_N32,3,1,3,24,8,12,12,4,4,adec91a184636cf5c202dad3a3b3245a60f888e1561f329d16c1771e73def152
4532,32,S4532_N32,4,1,4,24,8,12,12,4,4,a846aad7d20e1aa2a7b5d619b56172560a64ad82cb1eec929caee3e8b8d80993
4532,32,S4532_N32,5,2,1,24,8,12,12,4,4,0326c823feb11a7034303cd6ac71a126854dad375a68028a3938f6984e0ba7e2
4532,32,S4532_N32,6,2,2,24,8,12,12,4,4,75a4e127b1cbf35c443e5fd8b077bb54bd08baf257ea191cc91562ab836285f2
4532,32,S4532_N32,7,2,3,24,8,12,12,4,4,0ee84a36e7503e64424436438fb3e64a1a878f5454ce8862eeda21dfb122cb8b
4532,32,S4532_N32,8,2,4,24,8,12,12,4,4,fa6e891d625b99b6a717de00d4dfb61e538a8f850a82d45c778d2442e610f904
4532,32,S4532_N32,9,3,1,24,8,12,12,4,4,7ec150aa17f339a7025316b68aca7fb003757349fda4d751731fc8657e00aea7
4532,32,S4532_N32,10,3,2,24,8,12,12,4,4,10deb83cf8c02aaa9697e59eedb05a4f39c390bebc4ba95748122fb99c2b02a7
4532,32,S4532_N32,11,3,3,24,8,12,12,4,4,b99f351ac7719c3c859bf89e1a1ca6d2bb7101712513263f07caea6d8df08f96
4532,32,S4532_N32,12,3,4,24,8,12,12,4,4,dbe9cf34b147c21568d63dbf62b6a33b6a787396c7ee9f79b5757ee394e26079
4532,32,S4532_N32,13,4,1,24,8,12,12,4,4,01421a73ba1b9525a90f94c74f5db522c25d1fef19d72b745efdd5ba7ac58f9a
4532,32,S4532_N32,14,4,2,24,8,12,12,4,4,1e4e3ffeb5608414cac1bbaf12991c866205de378c79167a2b7210130a8416bf
4532,32,S4532_N32,15,4,3,24,8,12,12,4,4,26633e6763b23d7ea931cdd18f6c69ab80b83d14390be3c5f5f060f97a65af87
4532,32,S4532_N32,16,4,4,24,8,12,12,4,4,dcdf1832cb5da4eb69646b56283a7616c6988e12957d583419a151bce4da7993
4532,32,S4532_N32,17,5,1,24,8,12,12,4,4,783d8052190452139db9ae2b50c06666ed0aea22f8ec7a6beb647173c60b65fa
4532,32,S4532_N32,18,5,2,24,8,12,12,4,4,c4a812238c8259fda9f96aa19de81a393ec11652b08aac062f548a2c13f5e807
4532,32,S4532_N32,19,5,3,24,8,12,12,4,4,8a5516fb3f3897ffa7600a41f20a98b90016bba9cfd497ed105712566fb619b8
4532,32,S4532_N32,20,5,4,24,8,12,12,4,4,764a84061d4fe507260a1d85a887d4e29664f6926ef7320444a086437ded5424
4532,64,S4532_N64,1,1,1,48,16,24,24,8,8,f27502544b012ff7c21885fa5bc850963a9e43933f758966a5bb2e74ef79d1b7
4532,64,S4532_N64,2,1,2,48,16,24,24,8,8,a17e355b25110deffe2af680a27e3ee11a67bf3300a839c6e39deec16b902928
4532,64,S4532_N64,3,1,3,48,16,24,24,8,8,f8d5f45d8260e60278c891c9952533b0960449bb2138b9a67a6860e69c5cc62e
4532,64,S4532_N64,4,1,4,48,16,24,24,8,8,cef13203da7093a436ed880e804264ee36ce132ab50fbe862272bc0b57595b5a
4532,64,S4532_N64,5,2,1,48,16,24,24,8,8,b8d5f62a811bbe14fe14e9f57998ec4997006dad17434673b136fc0e461c52bd
4532,64,S4532_N64,6,2,2,48,16,24,24,8,8,9633f90efb5c12521a92cf143aea694039c5de8eb9b1dd191cb378db25475dab
4532,64,S4532_N64,7,2,3,48,16,24,24,8,8,fdbd62184e431d42dd21c6e389da8303bf73c7de5f83a1d76c5afcf149eef260
4532,64,S4532_N64,8,2,4,48,16,24,24,8,8,f67a19fda59147079380a413aa0d4ed10aa77a2957ebba6c0923b52e1e788054
4532,64,S4532_N64,9,3,1,48,16,24,24,8,8,58fbe544291cdac399618dbd3e8b40f29b1c6df239426f6dd125d3952bc3a53e
4532,64,S4532_N64,10,3,2,48,16,24,24,8,8,dcf8647a8058937fa68b568c3384c88a12ef3d7b7b442f87fd7ce6da0021643f
4532,64,S4532_N64,11,3,3,48,16,24,24,8,8,420fb4398b7c0de0a3700b67a36acf42d00fd2f648a8b0a550d98ebd36459eff
4532,64,S4532_N64,12,3,4,48,16,24,24,8,8,76085206f1cd422d57c66a486bdea774c544e266f186f61fd88115a7f4064ea7
4532,64,S4532_N64,13,4,1,48,16,24,24,8,8,187c9e471cbd5c836697e7b498761598304dfaaecfd0ebf1db0a8cdbdfc158ed
4532,64,S4532_N64,14,4,2,48,16,24,24,8,8,369b1c3e5bd01d1a1815056f54f3b2f37e134a7e0e0f0122acfec18f1946f35e
4532,64,S4532_N64,15,4,3,48,16,24,24,8,8,7e41d403238ac1dec19fa769ee27bd157c256bf720275cc2c7922f579b1e9736
4532,64,S4532_N64,16,4,4,48,16,24,24,8,8,7fa2827a76d833bba88540dfb0546f053dff6ad639696fd367a2413fb44dfea0
4532,64,S4532_N64,17,5,1,48,16,24,24,8,8,64d6fc72e6701535ffa8adc47e337cd0a4c5e95628937b45b0d09078f1e6f4cf
4532,64,S4532_N64,18,5,2,48,16,24,24,8,8,8f8e69b4468c02739a93d26cc2f298427b78ad618d60d33e5d5f2eec63300668
4532,64,S4532_N64,19,5,3,48,16,24,24,8,8,47842417c833ebecaabb9aa984bf3334a47135ef29826c29f1213a7029c38cfc
4532,64,S4532_N64,20,5,4,48,16,24,24,8,8,6b45959317051ebc907c985dacfb5d0dc2803cb4aaf2a8c23916279d627f6e00
4533,16,S4533_N16,1,1,1,12,4,6,6,2,2,e06569b044225c319f4df3f067e7bcc0c74f6dc89ab33b6ea5ac005cdfe1fddf
4533,16,S4533_N16,2,1,2,12,4,6,6,2,2,69658059f90e5bab46e5e218011dc8590327b309681fdbbf5511665775c1b587
4533,16,S4533_N16,3,1,3,12,4,6,6,2,2,b418ac4d3948ef350c0af253ba5d8cbea807087f87d16162372032362562e98e
4533,16,S4533_N16,4,1,4,12,4,6,6,2,2,a1ac06a1f07d0473917e39330dcf44c910a397070758c7f03ba028d39400f481
4533,16,S4533_N16,5,2,1,12,4,6,6,2,2,8487591c9f4cd8767c0403f383f134b702ab0b873cb7d1bc84183aa52dcfa3bc
4533,16,S4533_N16,6,2,2,12,4,6,6,2,2,fa644bdedbebfef51c0907309fbb12468a69b9ed78db1e7248b21eaaf97c4920
4533,16,S4533_N16,7,2,3,12,4,6,6,2,2,5c0e3a32512c12c92948f2e7078785b583d2ddbf548beacffb8e5504c93b5be9
4533,16,S4533_N16,8,2,4,12,4,6,6,2,2,cab7646fd8deffd5aa1d95af2c9d26adabd319c5691d941a7e0c092228099b4b
4533,16,S4533_N16,9,3,1,12,4,6,6,2,2,878d80a7ac2f389c09e8c1bfa6eb61fbbea0d25ddf996b47c5037652e323c0f9
4533,16,S4533_N16,10,3,2,12,4,6,6,2,2,c3780570ceeec3b0ffbd487a3b5f9eb01bec1002c1729fa18a41c2325dd73670
4533,16,S4533_N16,11,3,3,12,4,6,6,2,2,b74dd5506d5e1e30c5a257afb3d6da85f5c03210dc90501ad582ba4d347a842b
4533,16,S4533_N16,12,3,4,12,4,6,6,2,2,c4a7a33373b6f9e69623aee6e5cc659ceae69205998f7379fbac0711c9ac349d
4533,16,S4533_N16,13,4,1,12,4,6,6,2,2,b6beb8567e7cd92eebd3b9de161458dd355e078f1a6c8e1ca6e457296fcf2d3e
4533,16,S4533_N16,14,4,2,12,4,6,6,2,2,e0f34040f4330b78c2a6c7a8a3ec246c9a8a4d58ad499fd9d47298637bd96bc7
4533,16,S4533_N16,15,4,3,12,4,6,6,2,2,1695ddfed721171d70d691c0f7780f0bbf71b7c97f161edad254d6611b4cf715
4533,16,S4533_N16,16,4,4,12,4,6,6,2,2,8dfdeacf59fe41eb242cdf63b2894175d99fc0022f1d91c1ee092bae38ac264c
4533,16,S4533_N16,17,5,1,12,4,6,6,2,2,fe3ab2af4cd159d0472444e486acfcbefd70c190effc97f43460d31469bf563c
4533,16,S4533_N16,18,5,2,12,4,6,6,2,2,f4114a24a7ceca3db223e76cded07b0ebe3029c42fea0cb8f2567948a23e772f
4533,16,S4533_N16,19,5,3,12,4,6,6,2,2,1406b7f0ae8c85c675fabf86ce69e263c68063593c2eee4d129b0634e4589ced
4533,16,S4533_N16,20,5,4,12,4,6,6,2,2,8141906ddac56c11f1b904f5f2d18ff559f3b079a3ca31fa3a20ace314b9a1f3
4533,32,S4533_N32,1,1,1,24,8,12,12,4,4,1c15fae5c01aa736677bcc628c83ef988773aae33c5e735bb9e61252f1201e2d
4533,32,S4533_N32,2,1,2,24,8,12,12,4,4,e1d1d57c30233b8c21717c9c39aa9603fed32d639b57d083e81a65d1ee5a581d
4533,32,S4533_N32,3,1,3,24,8,12,12,4,4,e6634416900b27215fd124e078920fbb2fd1c02da49109f4ff55963c923a34bc
4533,32,S4533_N32,4,1,4,24,8,12,12,4,4,953f52ec4fa48df46d21b0327cc6e02d8b7cf958c351d94603054b2c1350be5e
4533,32,S4533_N32,5,2,1,24,8,12,12,4,4,6007cf74ffa4f9ee059b2c476b84d0732efce33481ae7272d39cb37e6fae8ce3
4533,32,S4533_N32,6,2,2,24,8,12,12,4,4,e5d2ed7d292d49f039302574ca670d812e658def59bc0503341a7b2140984bdf
4533,32,S4533_N32,7,2,3,24,8,12,12,4,4,d334613d2a4ff29041a65433862a996df101db8d2f8abb0084f00650e51d6751
4533,32,S4533_N32,8,2,4,24,8,12,12,4,4,a013fed6737d837f6b8e68022a2f2c2217fbc6d42416796030ba6cf5ad5d45ef
4533,32,S4533_N32,9,3,1,24,8,12,12,4,4,51ca0c73f523e17ba768db1e223d99a31c08052f06e4290e3bd48c7bd236e9c6
